,1,2,3,4,5,6,7,8,9,10
1,0.316818774445892,0.24943774279288508,0.20149858242203353,0.16685127378914597,0.11572339779285222,0.0762777994537649,-0.021439060205579973,-0.12074664592650161,-0.21559856073130412,-0.3073281575459181
2,0.3164480929021925,0.251217814892134,0.18922707248698376,0.15770096134178777,0.08704141403761137,0.0704390243902437,-0.04001557784052162,-0.11258020610538523,-0.2092034029389016,-0.301243106832414
3,0.31688804554079747,0.2633942239003982,0.20843043874759395,0.1688125894134477,0.11920597564719115,0.08083095402185696,-0.013076393668272518,-0.10949192595510025,-0.21497139532628665,-0.2942636250835148
4,0.3133963991455596,0.26020148570265517,0.20454317016785656,0.15635476988722943,0.11239430810476371,0.06086115142718947,-0.04388259226968893,-0.11831985801617019,-0.22648286574118998,-0.2964777664786931
5,0.31164106709781764,0.26113360323886725,0.2062448644207063,0.16771208226221168,0.11241265926839297,0.08440990772219538,-0.02230919765166328,-0.11089322482596294,-0.20944009172558745,-0.29904974846282945
6,0.3131661760227397,0.2790674100354779,0.20075946837213912,0.15945465323058663,0.10980470306895197,0.0420624151967436,-0.033479473893981725,-0.12602607436021265,-0.21203935944433847,-0.29003021148036157
7,0.31641972802922635,0.24468610973801283,0.19163907284768134,0.13438937148697025,0.10105519480519479,0.07639769733632547,-0.03181635118807883,-0.11626999609832221,-0.20674287928695997,-0.31941906319130603
8,0.30452261306532674,0.24615543399731665,0.17340922951819496,0.16623936006563475,0.10469892796313009,0.06460244648318007,-0.011183506758727986,-0.12052953961667659,-0.21213878418865398,-0.30379278445883307
9,0.30175159235668797,0.26795273204726866,0.20790103750997707,0.15914634146341466,0.1234876512348767,0.08205046817965438,-0.014359675686236207,-0.12109185945213491,-0.13299663299663314,-0.22077512866295537
10,0.30889000502260183,0.264808362369338,0.19630344267289557,0.16014162873039972,0.1059568815776031,0.11354153496017196,0.04452561950834245,-0.0020443296750591324,-0.08045068195295534,-0.1416361416361418
11,0.25000000000000006,0.24210526315789466,0.27522935779816515,0.3333333333333331,0.25454545454545463,0.20779220779220758,0.11556240369799706,0.004026845637583912,-0.019531250000000003,-0.053380782918149496
12,0.30188679245283007,0.32773109243697474,0.30069930069930084,0.10666666666666667,0.08000000000000006,0.012345679012345727,0.008985879332477551,0.001757469244288202,-0.12094763092269328,-0.1176075268817206
13,0.517241379310345,0.20588235294117652,0.3392857142857142,0.34090909090909094,0.11627906976744186,0.064748201438849,-0.04073587385019709,-0.05449591280653948,-0.11014851485148518,-0.18390052356020958
14,0.2839506172839508,0.24637681159420285,-0.08163265306122451,0.20000000000000007,-1.0408340855860843e-17,0.049763033175355485,0.03797468354430378,-0.06754966887417212,-0.168918918918919,-0.19278881530537165
15,0.23456790123456792,0.28395061728395066,0.13207547169811318,0.3529411764705882,0.0632911392405063,0.10801393728222992,-0.08943089430894303,-0.13670886075949362,-0.24038461538461522,-0.2861322410766532
16,0.2537313432835821,0.3225806451612904,-0.03703703703703701,-0.057142857142857106,0.07692307692307696,0.006802721088435388,-0.045714285714285735,-0.10344827586206899,-0.22695035460992893,-0.2643086816720257
17,0.29629629629629634,0.31884057971014496,0.27692307692307694,0.08,0.3023255813953489,0.19708846584546452,0.1428571428571428,0.049655172413793094,-0.10824108241082418,-0.14741275571600487
18,0.45098039215686275,0.5573770491803279,0.6170212765957446,0.22,0.3658536585365853,0.37367802585193893,0.38709677419354854,0.3656618610747055,0.2459016393442623,0.14570737605804096
19,0.8205128205128207,0.6571428571428571,0.673469387755102,0.736842105263158,0.527272727272727,0.5818858560794045,0.5648967551622412,0.5560471976401181,0.5945945945945946,0.4557038834951463
20,0.8620689655172414,0.8000000000000002,0.8999999999999998,0.8499999999999999,1.0,0.7603773584905663,0.8060606060606063,0.7718518518518523,0.8121693121693124,0.7597597597597607
21,1.0,0.8999999999999999,1.0,0.8333333333333333,1.0,0.8787878787878789,0.9866666666666667,0.9266666666666662,0.9148936170212767,0.941798941798942
